"";"Chrzest ognia";"COVID-19";"Czas pogardy";"Dragon Ball GT";"Dragon Ball Super";"Dragon Ball Z";"Dragon Ball";"Gra o Tron";"Grypa hiszpanka";"Honda Cicic VII";"Honda Civic IX";"Honda Civic VI";"Honda Civic VIII";"Krew elfów";"Nawa³nica mieczy. Krew i z³oto";"Nawa³nica mieczy. Stal i œnieg";"Ptasia grypa";"Starcie Królów";"Œwiñska grypa";"Wie¿a jaskó³ki"
"ca³oœæ";0;0;0;0,000567366028161804;0;0;0;0;0;0;0;0;0,0057472804409816;0;0;0;0;0;0;0
"ca³owaæ";0;0;0;0,000467457829917371;0,000390995084880887;0;0;0;0;0;0;0;0;0;0,000968837378465914;0;0;0;0;0
"ca³y";0,00225914452552535;0;0,00134136706203068;0,000769768288372856;0,000965784284662087;0,000690409517221672;0,000475170619759944;0,000676053224596115;0,00270527810829716;0,0011792237907962;0,000755699753256719;0;0;0,000836176869837305;0,000569784238738694;0,00029835782658699;0,00117064761777223;0,000594982617613607;0,0011923262773606;0
"capsule";0;0;0;0;0,00142368346923744;0,00101774757809049;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"casterly";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000968837378465914;0,0012682880417823;0;0,00108394676996681;0;0
"cat";0;0;0;0;0;0;0;0,00179614489707718;0;0;0;0;0;0;0,00193767475693183;0;0;0,00108394676996681;0;0
"catelyn";0;0;0;0;0;0;0;0,014932993391453;0;0;0;0;0;0;0,00575345014662355;0,00537981486303837;0;0,0144066825689381;0;0
"cebulowy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00117590375040261;0;0;0,00219269181180684;0;0
"cecha";0;0,00959474419374943;0;0;0;0;0;0;0,0097560003986864;0;0,00545053543400789;0;0;0;0;0;0,0084433748904995;0;0;0
"cel";0,00350877192982456;0;0,00416666666666667;0,000512382578992314;0;0,000612745098039216;0,000738007380073801;0,000525003281270508;0;0;0;0;0,00173010380622837;0;0,00176991150442478;0,00046339202965709;0;0,000132013201320132;0;0
"cela";0;0;0;0;0;0;0,0029520295202952;0,00183751148444678;0;0;0;0;0;0;0,00424778761061947;0,00092678405931418;0;0,000792079207920792;0;0
"cella";0;0;0;0,00113473205632361;0;0,0223904467179908;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"cellem";0;0;0;0,000567366028161804;0;0,00305324273427147;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"celowy";0;0;0;0;0;0,00203549515618098;0;0;0;0;0;0;0;0,0028761282206817;0;0;0;0;0;0
"cena";0;0;0;0,000170794192997438;0;0,000306372549019608;0;0,000131250820317627;0;0,00366300366300366;0,00234741784037559;0,00740740740740741;0,00346020761245675;0,000865800865800866;0;0,00092678405931418;0;0;0,0037037037037037;0
"centrum";0;0;0;0,000567366028161804;0;0;0;0;0;0;0;0;0;0,0028761282206817;0;0;0;0;0;0
"ceremonia";0;0;0;0;0;0;0;0,000359228979415436;0;0;0;0;0;0;0,00193767475693183;0;0;0,000361315589988938;0;0
"cersei";0;0;0;0;0;0;0;0,00792362914648529;0;0;0;0;0;0;0,0106849788437295;0,00215192594521535;0;0,0107283806364433;0;0
"cesarz";0;0;0,0276827341240614;0;0;0;0;0;0;0;0;0;0;0,0028761282206817;0;0;0;0;0;0
"changelinga";0;0;0;0;0,000949122312824961;0,00101774757809049;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"changelling";0;0;0;0;0,000949122312824961;0,00203549515618098;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"charakter";0;0;0;0,0013663535439795;0;0;0;0,000525003281270508;0;0;0;0;0,00346020761245675;0;0;0,00092678405931418;0;0,000264026402640264;0;0
"charakteryzowaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0120797385268631;0;0,0123034373884717;0
"chatayi";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"chc¹c";0;0;0,00723735664235919;0,000593327273839866;0,000992551768094975;0,00106431715328812;0,00128189342742893;0,000227978159097809;0;0;0;0;0;0;0;0;0;0;0;0
"chc¹cy";0;0;0;0;0,00047456115641248;0;0;0;0;0;0;0;0;0,0028761282206817;0;0;0;0;0;0
"chcieæ";0;0;0;0,00336284393625736;0,00259641115342244;0;0,00111776617921015;0,00238546765637972;0;0;0;0;0;0,00524527505741908;0;0,00070184113662176;0;0,00199943653178846;0;0
"chêæ";0;0;0;0;0;0;0;0,000304754967172511;0;0;0;0;0;0;0,00246576434855295;0,00107596297260767;0;0,000613050322082472;0;0
"chêtny";0;0;0;0;0;0;0;0;0;0;0,00545053543400789;0;0,00401717663475322;0;0;0,0043038518904307;0;0,000919575483123708;0;0
"chichi";0;0;0;0,00872458037361605;0,00497556020333006;0,00142275005814177;0,0171360007002757;0;0;0;0;0;0;0;0;0;0;0;0;0
"china";0;0,0274539511974162;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0120797385268631;0;0;0
"ch³opak";0;0;0;0,00148331818459966;0;0,000532158576644058;0;0,00478754134105399;0;0;0;0;0;0;0,00368913046548575;0,000804896012125211;0;0,0038981406073697;0;0
"ch³opca";0;0;0;0,00155208181673417;0;0,00232011821818284;0,00558883089605077;0,00139152279955484;0;0;0;0;0;0,00131131876435477;0,00160839628973072;0;0;0,00099971826589423;0;0
"ch³opcem";0;0;0;0,000934915659834742;0;0;0,00201990080750274;0,000359228979415436;0;0;0;0;0;0;0;0;0;0;0;0
"ch³opcu";0;0;0;0;0;0;0,00403980161500547;0,00143691591766174;0;0;0;0;0;0;0;0;0;0,000361315589988938;0;0
"ch³opiec";0;0;0;0,00334484245748349;0,0009874312229529;0,00494118973904127;0,0178539224814362;0,00257042296739281;0;0;0;0;0;0,00199481055142;0,000407788705644265;0,0010676581032855;0;0,00167287577926014;0;0
"ch³opski";0,0116558880522364;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00117590375040261;0;0;0;0;0
"ch³ód";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"chmurka";0;0;0;0;0,00047456115641248;0;0,00245160745010137;0;0;0;0;0;0;0;0;0;0;0;0;0
"chocia¿";0;0;0;0;0,000331704013555337;0,000711375029070883;0;0,000914264901517533;0;0;0;0;0;0;0;0;0;0,00153262580520618;0;0
"chodziæ";0;0;0;0,000593327273839866;0,000992551768094975;0,000532158576644058;0,00128189342742893;0,000455956318195618;0;0;0;0;0,00300513078575468;0;0;0;0;0;0;0
"chor¹giew";0;0;0;0;0;0;0;0,000359228979415436;0;0;0;0;0;0;0;0,0012682880417823;0;0,000722631179977876;0;0
"chor¹¿y";0;0;0;0;0;0;0;0,00130801736247041;0;0;0;0;0;0;0;0;0;0,0013156150870841;0;0
"choroba";0;0,0645978939979168;0;0;0;0,000532158576644058;0;0;0,0291926990616169;0;0;0;0;0;0;0,00160979202425042;0,0378974311454445;0;0,0128664118086386;0
"chorowaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0,0028761282206817;0;0;0,0120797385268631;0;0;0
"chory";0;0;0;0,000683176771989752;0;0;0;0,000525003281270508;0,0168067226890756;0;0;0;0;0;0;0;0,00727272727272727;0;0,00740740740740741;0
"chroniæ";0;0;0;0,0013663535439795;0,00142857142857143;0,000612745098039216;0;0;0;0;0;0;0;0;0;0;0;0,000792079207920792;0,00740740740740741;0
"chwaliæ";0;0;0;0,000467457829917371;0,000390995084880887;0;0;0,000359228979415436;0;0;0;0;0;0;0;0;0;0;0;0
"chwila";0;0;0;0;0,000377693741396389;0,0032400198404102;0;0,00121452902798419;0;0;0,00310311759363231;0;0;0,00228905297815993;0,000467939148632695;0,000612570942950585;0;0,00122158371804773;0;0
"chwilê";0;0;0;0;0;0,00122549019607843;0;0,00262501640635254;0;0;0;0;0;0,00173160173160173;0,00283185840707965;0;0;0,00105610561056106;0;0
"chwytaæ";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"cia³o";0;0;0;0,00632177398067398;0,00396578428466209;0,00526503224066658;0,00682914882967641;0,00190854561540373;0;0;0;0;0;0,00114452648907997;0;0,00122514188590117;0;0,00104707175832662;0;0
"ci¹g";0;0;0,00967470039536401;0;0;0;0;0,000914264901517533;0,0097560003986864;0;0;0;0;0;0,00082192144951765;0;0;0;0;0
"ci¹g³y";0;0;0;0;0,00047456115641248;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0;0;0
"ci¹¿yæ";0;0;0;0;0,000390995084880887;0;0;0,000718457958830872;0;0;0;0;0;0;0;0;0;0,000722631179977876;0;0
"cichy";0;0;0;0;0,00047456115641248;0;0;0;0;0;0;0,00820229159231447;0;0;0;0;0;0;0;0
"ciemny";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0,0028761282206817;0;0;0;0;0;0
"cienie";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"cieñ";0;0;0;0,000396571835164366;0,000331704013555337;0;0;0,000914264901517533;0;0;0;0;0;0;0;0;0;0,00275872644937112;0;0
"ciep³o";0;0;0;0,00113473205632361;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"cierpliwoœæ";0;0;0;0;0,000390995084880887;0;0;0,000359228979415436;0;0;0;0;0;0;0;0;0;0,000361315589988938;0;0
"cierpliwy";0;0;0;0;0;0,000838531125663666;0;0,000718457958830872;0;0;0;0;0;0;0;0;0;0,000361315589988938;0;0
"cieszyæ";0;0;0;0,00170794192997438;0,00171428571428571;0;0;0,000525003281270508;0;0;0;0;0;0,00173160173160173;0;0;0;0,000264026402640264;0;0
"ciê¿ar";0;0;0;0;0,000390995084880887;0;0;0,000359228979415436;0;0;0;0;0;0;0,000968837378465914;0;0;0;0;0
"ciê¿ki";0;0,00413223140495868;0;0,000512382578992314;0,000142857142857143;0,00122549019607843;0;0;0,00420168067226891;0;0;0;0;0,000865800865800866;0,000353982300884956;0;0,00363636363636364;0,000264026402640264;0;0,0033112582781457
"cios";0;0;0;0,000793143670328732;0,00232192809488736;0;0,00171360007002757;0,000609509934345022;0;0;0;0;0;0;0;0;0;0;0;0
"ciosa";0;0;0;0,000341588385994876;0,000857142857142857;0,000612745098039216;0,0014760147601476;0,000262501640635254;0;0;0;0;0;0;0;0;0;0;0;0
"ciri";0,0325884644896472;0;0,0773976031629121;0;0;0;0;0;0;0;0;0;0;0,118609313937969;0;0;0;0;0;0,0691965326290936
"cirilla";0;0;0,0138413670620307;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0109997619036005
"civic";0;0;0;0;0;0;0;0;0;0,017010462233607;0,0599558897740868;0,0458652463187627;0,072309179425558;0;0;0;0;0;0;0
"civica";0;0;0;0;0;0;0;0;0;0,0601530899816749;0,0385488111854395;0,00675793973868199;0;0;0;0;0;0;0;0
"clegane";0;0;0;0;0;0;0;0,00243803973738009;0;0;0;0;0;0;0,0049315286971059;0,00322788891782302;0;0,00122610064416494;0;0
"clegane’a";0;0;0;0;0;0;0;0,00121901986869004;0;0;0;0;0;0;0,00410960724758825;0,00107596297260767;0;0,000919575483123708;0;0
"clegane’owi";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00117590375040261;0;0;0,000438538362361368;0;0
"cleos";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00615742000905906;0;0,00175415344944547;0;0
"cleosem";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00153935500226476;0;0,000438538362361368;0;0
"codzienny";0;0;0;0;0;0;0,00245160745010137;0;0;0;0;0;0;0;0,00117590375040261;0;0;0;0;0
"cofn¹æ";0;0;0;0;0;0,00101774757809049;0;0;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"coupe";0;0;0;0;0;0;0;0;0;0,0486729391192288;0;0,00820229159231447;0;0;0;0;0;0;0;0
"córka";0;0;0;0,000451555284333856;0,000566540612094584;0,000405002480051275;0;0,00208204976225861;0;0;0;0;0;0,00114452648907997;0,000935878297265389;0,00183771282885176;0;0,00191963155693214;0;0
"crastera";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000968837378465914;0,0025365760835646;0;0,00252920912992257;0;0
"cyborg";0;0;0;0,00277600284615056;0,00563896823044074;0,00640237526163795;0,00171360007002757;0;0;0;0;0;0;0;0;0;0;0;0;0
"cytadela";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00153935500226476;0;0,000877076724722736;0;0
"czaiæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0,0028761282206817;0,00117590375040261;0;0;0;0;0
"czarna";0;0;0;0;0,000331704013555337;0;0;0,000304754967172511;0;0;0;0;0;0;0,00082192144951765;0;0;0,000306525161041236;0;0
"czarny";0;0;0,0110160674573947;0,000225777642166928;0,000188846870698195;0;0,00195118537990755;0,0010410248811293;0;0;0;0;0;0;0,00374351318906156;0,00367542565770351;0;0,00087255979860552;0;0
"czarodziej";0;0;0,038698801581456;0;0;0;0;0;0;0;0;0;0;0,0100516367744042;0;0;0;0,000306525161041236;0;0,00768850362545484
"czarodziejka";0,00960338804970599;0;0,0228080466180517;0;0;0;0;0;0;0;0;0;0;0,0260663389920591;0;0;0;0;0;0
"czarodziejski";0;0;0,0138413670620307;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"czary";0,0116558880522364;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0;0;0
"czas";0;0,00256813378820773;0,00517906980621892;0,000849172846109336;0,00301865782991046;0,0043793604979057;0,000458663008668834;0,00146827546678473;0;0;0;0;0;0,00269042587336048;0,000659987656721703;0,000863978280926233;0,0045199154672456;0,0018049827443456;0,00230180880276396;0
"czasami";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000438538362361368;0,0123034373884717;0
"czasem";0;0;0;0;0,000663408027110675;0;0;0,000914264901517533;0;0;0;0;0;0;0,00082192144951765;0;0;0,000919575483123708;0;0
"czasów";0;0;0;0;0,000995112040666012;0,000711375029070883;0;0;0;0;0;0;0;0;0;0,00107596297260767;0;0,000613050322082472;0;0
"czasy";0;0;0;0,000793143670328732;0,000663408027110675;0,000711375029070883;0;0,000304754967172511;0;0;0;0;0;0;0;0;0;0;0;0
"cz¹steczka";0;0;0;0,000567366028161804;0;0;0;0;0;0;0;0;0,0057472804409816;0;0;0;0;0;0;0
"czego";0;0,00546251278879075;0;0,000225777642166928;0,000566540612094584;0,00121500744015383;0,000975592689953773;0,000173504146854884;0;0;0;0;0;0;0;0,000612570942950585;0;0,000698047838884416;0;0
"czekaæ";0;0;0;0,00103472121115611;0,000865470384474148;0,0013920709309097;0;0,00059636691409493;0;0;0;0;0;0;0,00214452838630762;0,00070184113662176;0;0,00359898575721923;0;0
"czekaj¹c";0;0;0;0;0;0,00167706225132733;0;0;0;0;0;0;0;0;0;0,0012682880417823;0;0,000361315589988938;0;0
"czeka³";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0,000877076724722736;0;0
"czekoladka";0;0;0;0,00186983131966948;0,000390995084880887;0,00335412450265466;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"czele";0;0;0;0;0;0;0;0,00152377483586256;0;0;0;0;0;0;0;0,00107596297260767;0;0,000919575483123708;0;0,00768850362545484
"czemu";0;0;0,00833333333333333;0;0,000857142857142857;0;0,0014760147601476;0;0;0;0;0;0;0;0,000707964601769912;0,00092678405931418;0;0;0;0
"czerniæ";0;0;0;0;0;0;0;0,000872011574980276;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"czerñ";0;0;0;0;0;0;0;0,000359228979415436;0;0;0;0;0;0;0,00193767475693183;0;0;0,000361315589988938;0;0
"czerwony";0;0;0;0,000296663636919933;0;0;0,00769136056457361;0,00113989079548904;0;0;0;0;0;0;0,00368913046548575;0,00321958404850085;0;0,00183441910935045;0;0
"czeœæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00153935500226476;0;0,000438538362361368;0;0
"czêstowaæ";0;0;0;0;0,000781990169761773;0;0;0;0;0;0;0;0;0;0,000968837378465914;0;0;0,000361315589988938;0;0
"czêœciej";0;0;0;0;0;0;0;0;0,0114998554376731;0;0;0;0,00473523459198306;0;0;0;0;0,000361315589988938;0;0
"czêœæ";0;0,00413223140495868;0;0,000683176771989752;0,000285714285714286;0,000612745098039216;0,000738007380073801;0,000656254101588135;0,00420168067226891;0;0;0,00740740740740741;0;0;0;0,00046339202965709;0;0,00066006600660066;0;0
"cz³onek";0;0;0;0;0,000995112040666012;0,00213412508721265;0;0,00152377483586256;0;0;0;0;0;0,00201032735488083;0;0;0;0;0;0
"cz³owiek";0;0;0;0,000296663636919933;0;0;0,00128189342742893;0,00113989079548904;0;0;0;0;0;0;0,000614855077580958;0,00160979202425042;0;0,00229302388668806;0;0
"czo³o";0;0;0;0,00140237348975211;0,000390995084880887;0;0;0,000718457958830872;0;0;0;0;0;0;0;0;0;0;0;0
"czterech";0;0;0;0;0;0;0;0,000718457958830872;0;0,0100255149969458;0;0;0;0;0,000968837378465914;0;0;0;0;0
"czterodrzwiowy";0;0;0;0;0;0;0;0;0;0;0,00779795327438348;0,00820229159231447;0;0;0;0;0;0;0;0
"czterogwiazdkowy";0;0;0;0,00453892822529443;0;0;0,00245160745010137;0;0;0;0;0;0;0;0;0;0;0;0;0
"cztery";0;0;0;0;0,000390995084880887;0;0;0,000718457958830872;0;0;0;0;0;0;0;0;0;0,000722631179977876;0;0
"czuæ";0;0;0;0,00113473205632361;0;0;0;0;0;0;0;0;0;0;0;0,00153935500226476;0;0;0;0
"czuj";0;0;0;0,000593327273839866;0,000248137942023744;0,00106431715328812;0,00128189342742893;0,000455956318195618;0;0;0;0;0;0;0;0;0;0,000229302388668806;0;0
"czwarty";0;0;0;0,000567366028161804;0;0;0,00245160745010137;0;0;0;0;0;0;0;0;0;0;0;0;0
"czwórka";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0,00153935500226476;0;0;0;0
"czym";0;0;0;0;0,00148882765214246;0;0,00256378685485787;0,00205180343188028;0;0;0;0;0;0;0,000614855077580958;0;0;0,000687907166006418;0,00643320590431928;0
"czyn";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00117590375040261;0,00307871000452953;0;0;0;0
"czyniæ";0;0;0;0;0;0;0;0,00143691591766174;0;0;0;0;0;0;0;0,0012682880417823;0;0,00108394676996681;0;0
"czynnik";0;0,0137269755987081;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0241594770537263;0;0;0
"czynnoœæ";0;0;0;0;0;0;0,00245160745010137;0;0;0;0;0;0;0;0;0;0;0;0,0123034373884717;0
"czysta";0;0;0;0,00113473205632361;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0;0;0
"czysty";0;0;0;0;0,00047456115641248;0;0;0;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"czytaæ";0;0;0;0,000341588385994876;0;0;0;0,000262501640635254;0;0;0;0;0;0,00346320346320346;0,00141592920353982;0;0;0,000264026402640264;0;0
"æwiczeñ";0;0;0;0,00102476515798463;0,000285714285714286;0;0,0014760147601476;0,000525003281270508;0;0;0;0;0;0,00173160173160173;0;0;0;0;0;0
"æwiczyæ";0;0;0;0,00118665454767973;0,00372206913035616;0,00585374434308464;0,00128189342742893;0,00113989079548904;0;0;0;0;0;0;0;0;0;0,000458604777337612;0;0
"dach";0;0;0;0,000683176771989752;0;0;0;0,000525003281270508;0;0;0;0,00493827160493827;0,00346020761245675;0;0;0;0;0,000264026402640264;0;0
"daæ";0;0;0;0,000593327273839866;0,00173696559416621;0,00159647572993218;0;0,000227978159097809;0;0;0;0;0;0;0,000614855077580958;0;0;0,000917209554675224;0;0
"daenerys";0;0;0;0;0;0;0;0,0176757880960056;0;0;0;0;0;0;0,0065753715961412;0,0172154075617228;0;0,00459787741561854;0;0
"daimao";0;0;0;0,000467457829917371;0;0,000838531125663666;0,0121194048450164;0;0;0;0;0;0;0;0;0;0;0;0;0
"daio";0;0;0;0;0,00047456115641248;0,00203549515618098;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"daj¹c";0;0;0;0,000467457829917371;0,000781990169761773;0;0;0,000718457958830872;0;0;0;0;0;0;0;0;0;0;0;0
"dal";0;0;0;0,000567366028161804;0,00047456115641248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dala";0;0;0;0;0;0;0;0,000359228979415436;0;0;0;0;0;0;0;0,0012682880417823;0;0,000722631179977876;0;0
"dalej";0,00404211611735105;0;0,00480001288935438;0,001574043509404;0,0006582874819686;0,000705884248434467;0;0,000302402702046213;0;0;0;0;0;0;0,000407788705644265;0,000533829051642748;0;0,000304159232592752;0;0
"daleka";0;0;0;0;0,000781990169761773;0;0;0;0;0;0;0,00675793973868199;0;0;0;0;0;0,000361315589988938;0;0
"daleki";0;0;0;0,000517360605578056;0,000216367596118537;0;0,00111776617921015;0,000993944856824884;0;0;0;0;0;0;0,000536132096576906;0;0;0,000199943653178846;0;0,00501514295638993
"dalszy";0;0;0;0,000258680302789028;0,000216367596118537;0;0,00111776617921015;0,000795155885459907;0;0;0;0;0;0;0,00214452838630762;0,00210552340986528;0;0,00139960557225192;0;0
"dama";0;0;0;0;0,000571428571428571;0,00122549019607843;0;0,000525003281270508;0;0;0;0;0;0;0;0,00185356811862836;0;0,000264026402640264;0;0
"dane";0;0;0;0;0;0;0;0,000359228979415436;0,0229997108753463;0;0;0,00675793973868199;0;0;0;0;0;0;0;0
"danie";0;0;0;0,000567366028161804;0,00189824462564992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dany";0;0,012396694214876;0;0,000170794192997438;0,000571428571428571;0;0;0,00118125738285864;0,00420168067226891;0;0;0;0;0;0,00141592920353982;0,00092678405931418;0,00363636363636364;0,000792079207920792;0,0037037037037037;0
"dar";0;0;0;0;0;0,000612745098039216;0;0,000525003281270508;0;0;0;0;0;0;0,00212389380530973;0,00556070435588508;0;0,000528052805280528;0;0
"darowaæ";0;0;0;0,000934915659834742;0;0,000838531125663666;0;0,000359228979415436;0;0;0;0;0;0;0;0;0;0;0;0
"darzyæ";0;0;0;0;0,00047456115641248;0;0;0;0;0;0;0;0;0;0;0;0;0,0013156150870841;0;0
"davos";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00290651213539774;0,00760972825069381;0;0,00397447148987832;0;0
"davosa";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00307871000452953;0;0,00350830689889094;0;0
"dawaæ";0;0;0;0,00354159789615899;0,003291437409843;0,0074117846085619;0,00340074713932118;0,000302402702046213;0;0;0;0;0,00199308493675614;0;0,000407788705644265;0,00320297430985649;0;0,00167287577926014;0;0
"dawna";0;0;0;0;0;0;0;0,000359228979415436;0;0;0;0;0;0;0;0,0012682880417823;0;0,000722631179977876;0;0
"dawno";0;0;0;0,000396571835164366;0,000663408027110675;0,000711375029070883;0;0,000609509934345022;0;0;0;0;0;0;0;0;0;0;0;0
"dawny";0;0;0;0,000677332926500784;0,000566540612094584;0;0,000975592689953773;0,0010410248811293;0;0;0;0;0;0,00114452648907997;0,000467939148632695;0,00122514188590117;0;0,000349023919442208;0;0
"dbaæ";0;0;0;0;0;0;0;0,000872011574980276;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"decydowaæ";0;0;0;0,000889990910759798;0,00148882765214246;0,00266079288322029;0,00128189342742893;0,000455956318195618;0;0;0;0;0;0;0;0;0;0,000917209554675224;0;0
"decyzja";0;0;0;0;0,000216367596118537;0,000928047287273136;0;0,00059636691409493;0;0;0;0;0,00262036881112415;0,00262263752870954;0,000536132096576906;0;0;0,000599830959536538;0;0
"deklarowaæ";0;0;0;0;0;0;0;0,000787504921905762;0;0;0;0;0;0,00173160173160173;0,00212389380530973;0,00092678405931418;0;0,000792079207920792;0;0
"dekoncentracja";0;0;0;0,000567366028161804;0,00047456115641248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dekoncentrowaæ";0;0;0;0;0,00047456115641248;0;0,00245160745010137;0;0;0;0;0;0;0;0;0;0;0;0;0
"delegacja";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0,00153935500226476;0;0;0;0
"delikatny";0;0;0;0;0;0;0;0;0;0;0,00642480186423992;0;0,00947046918396611;0;0;0,0012682880417823;0;0;0;0
"demon";0;0;0;0,000683176771989752;0,00114285714285714;0,00245098039215686;0,0044280442804428;0;0;0;0;0,00493827160493827;0;0;0;0;0;0;0;0
"dende";0;0;0;0,00514203612909108;0,00234597050928532;0,0184476847646007;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"denerwowaæ";0;0;0;0,00186983131966948;0,00156398033952355;0;0;0;0;0;0;0;0;0;0;0;0;0,000361315589988938;0;0
"deska";0;0;0;0;0,000390995084880887;0;0;0;0;0,0100255149969458;0;0;0,00473523459198306;0;0;0;0;0;0;0
"deszcz";0;0;0;0,000683176771989752;0;0;0;0,000262501640635254;0;0;0;0;0,00346020761245675;0;0;0,00092678405931418;0;0,000264026402640264;0;0
"dezercja";0;0;0;0;0;0,00101774757809049;0;0;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"dezerter";0;0;0;0;0;0;0;0,000872011574980276;0;0;0;0;0;0;0,00117590375040261;0;0;0;0;0
"diesel";0;0;0;0;0;0;0;0;0;0,00850523111680352;0,0109010708680158;0,0114663115796907;0,00803435326950644;0;0;0;0;0;0;0
"dijkstra";0;0;0,0228080466180517;0;0;0;0;0;0;0;0;0;0;0,00236966718109628;0;0;0;0;0;0,0090627999806828
"dinozaur";0;0;0;0,0011897155054931;0,00165852006777669;0,00213412508721265;0,00171360007002757;0;0;0;0;0;0;0;0;0;0;0;0;0
"dlaczego";0;0;0;0,0013663535439795;0,00114285714285714;0;0;0,000262501640635254;0;0;0;0;0;0,00173160173160173;0;0;0;0,00105610561056106;0;0
"dlatego";0;0;0;0,00102476515798463;0,000285714285714286;0;0;0,00105000656254102;0;0;0;0,00493827160493827;0;0;0;0;0;0,000528052805280528;0;0
"d³oñ";0;0;0;0;0,000331704013555337;0;0;0,00121901986869004;0;0;0;0;0;0;0;0,00215192594521535;0;0,000306525161041236;0;0
"d³ugi";0;0;0;0;0;0,00121500744015383;0;0,0010410248811293;0;0;0;0;0,00228707282852485;0,00114452648907997;0,00187175659453078;0,00183771282885176;0;0,000523535879163312;0,0048960299810643;0
"dna";0;0;0;0,000396571835164366;0;0;0;0,000304754967172511;0;0;0;0;0;0;0;0,00107596297260767;0;0,000306525161041236;0;0
"dnia";0;0;0;0;0;0;0,0014760147601476;0,00236251476571729;0;0;0;0;0;0,00519480519480519;0,00141592920353982;0;0;0,00264026402640264;0;0
"dobiæ";0;0;0;0,00280474697950423;0;0,000838531125663666;0;0;0;0;0;0;0;0;0,000968837378465914;0;0;0;0;0
"dobiegaæ";0;0;0;0;0;0;0;0,000359228979415436;0;0;0;0;0;0;0,00290651213539774;0;0;0,000361315589988938;0;0
"dobijaæ";0;0;0;0,00158628734065746;0,000331704013555337;0,000711375029070883;0;0;0;0;0;0;0;0;0;0;0;0,000306525161041236;0;0
"dobra";0,00701754385964912;0;0;0;0,000285714285714286;0;0;0,000262501640635254;0;0;0,00469483568075117;0;0;0;0;0;0;0,000264026402640264;0;0
"dobre";0;0,00826446280991736;0;0;0;0;0;0,000525003281270508;0;0,00732600732600733;0;0,00493827160493827;0;0;0;0;0;0,000264026402640264;0;0
